Data,Date,Ev,Tcp,Ra,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,?d,CIE-1931 x,CIE-1931 y,CIE-1976 u,CIE-1976 v,X,Y,Z,?uv,380 nm,381 nm,382 nm,383 nm,384 nm,385 nm,386 nm,387 nm,388 nm,389 nm,390 nm,391 nm,392 nm,393 nm,394 nm,395 nm,396 nm,397 nm,398 nm,399 nm,400 nm,401 nm,402 nm,403 nm,404 nm,405 nm,406 nm,407 nm,408 nm,409 nm,410 nm,411 nm,412 nm,413 nm,414 nm,415 nm,416 nm,417 nm,418 nm,419 nm,420 nm,421 nm,422 nm,423 nm,424 nm,425 nm,426 nm,427 nm,428 nm,429 nm,430 nm,431 nm,432 nm,433 nm,434 nm,435 nm,436 nm,437 nm,438 nm,439 nm,440 nm,441 nm,442 nm,443 nm,444 nm,445 nm,446 nm,447 nm,448 nm,449 nm,450 nm,451 nm,452 nm,453 nm,454 nm,455 nm,456 nm,457 nm,458 nm,459 nm,460 nm,461 nm,462 nm,463 nm,464 nm,465 nm,466 nm,467 nm,468 nm,469 nm,470 nm,471 nm,472 nm,473 nm,474 nm,475 nm,476 nm,477 nm,478 nm,479 nm,480 nm,481 nm,482 nm,483 nm,484 nm,485 nm,486 nm,487 nm,488 nm,489 nm,490 nm,491 nm,492 nm,493 nm,494 nm,495 nm,496 nm,497 nm,498 nm,499 nm,500 nm,501 nm,502 nm,503 nm,504 nm,505 nm,506 nm,507 nm,508 nm,509 nm,510 nm,511 nm,512 nm,513 nm,514 nm,515 nm,516 nm,517 nm,518 nm,519 nm,520 nm,521 nm,522 nm,523 nm,524 nm,525 nm,526 nm,527 nm,528 nm,529 nm,530 nm,531 nm,532 nm,533 nm,534 nm,535 nm,536 nm,537 nm,538 nm,539 nm,540 nm,541 nm,542 nm,543 nm,544 nm,545 nm,546 nm,547 nm,548 nm,549 nm,550 nm,551 nm,552 nm,553 nm,554 nm,555 nm,556 nm,557 nm,558 nm,559 nm,560 nm,561 nm,562 nm,563 nm,564 nm,565 nm,566 nm,567 nm,568 nm,569 nm,570 nm,571 nm,572 nm,573 nm,574 nm,575 nm,576 nm,577 nm,578 nm,579 nm,580 nm,581 nm,582 nm,583 nm,584 nm,585 nm,586 nm,587 nm,588 nm,589 nm,590 nm,591 nm,592 nm,593 nm,594 nm,595 nm,596 nm,597 nm,598 nm,599 nm,600 nm,601 nm,602 nm,603 nm,604 nm,605 nm,606 nm,607 nm,608 nm,609 nm,610 nm,611 nm,612 nm,613 nm,614 nm,615 nm,616 nm,617 nm,618 nm,619 nm,620 nm,621 nm,622 nm,623 nm,624 nm,625 nm,626 nm,627 nm,628 nm,629 nm,630 nm,631 nm,632 nm,633 nm,634 nm,635 nm,636 nm,637 nm,638 nm,639 nm,640 nm,641 nm,642 nm,643 nm,644 nm,645 nm,646 nm,647 nm,648 nm,649 nm,650 nm,651 nm,652 nm,653 nm,654 nm,655 nm,656 nm,657 nm,658 nm,659 nm,660 nm,661 nm,662 nm,663 nm,664 nm,665 nm,666 nm,667 nm,668 nm,669 nm,670 nm,671 nm,672 nm,673 nm,674 nm,675 nm,676 nm,677 nm,678 nm,679 nm,680 nm,681 nm,682 nm,683 nm,684 nm,685 nm,686 nm,687 nm,688 nm,689 nm,690 nm,691 nm,692 nm,693 nm,694 nm,695 nm,696 nm,697 nm,698 nm,699 nm,700 nm,701 nm,702 nm,703 nm,704 nm,705 nm,706 nm,707 nm,708 nm,709 nm,710 nm,711 nm,712 nm,713 nm,714 nm,715 nm,716 nm,717 nm,718 nm,719 nm,720 nm,721 nm,722 nm,723 nm,724 nm,725 nm,726 nm,727 nm,728 nm,729 nm,730 nm,731 nm,732 nm,733 nm,734 nm,735 nm,736 nm,737 nm,738 nm,739 nm,740 nm,741 nm,742 nm,743 nm,744 nm,745 nm,746 nm,747 nm,748 nm,749 nm,750 nm,751 nm,752 nm,753 nm,754 nm,755 nm,756 nm,757 nm,758 nm,759 nm,760 nm,761 nm,762 nm,763 nm,764 nm,765 nm,766 nm,767 nm,768 nm,769 nm,770 nm,771 nm,772 nm,773 nm,774 nm,775 nm,776 nm,777 nm,778 nm,779 nm,780 nm
NO.009,2016-09-14T12:13:36,21.13,1800.00,72.31,93.35,83.86,66.36,90.36,90.13,56.18,56.80,41.40,-0.81,64.41,81.26,18.35,90.88,83.30,79.30,609.00,0.5053,0.3365,0.3353,0.5025,6603.26,4397.71,2066.93,-0.0280,74,12,13,65,71,79,85,92,80,73,127,126,127,92,98,94,80,69,58,46,46,74,125,151,167,174,203,309,340,359,420,455,441,455,456,428,378,258,215,207,137,136,201,206,298,396,482,595,804,919,1428,1706,2160,2742,3287,4123,4831,6015,6946,8438,9641,11024,13076,14619,16568,18374,20159,21781,23053,24160,24888,25103,24916,24081,23302,22316,20650,19365,17953,16421,15078,13796,12915,11831,11137,10255,9538,8843,8267,7719,7089,6667,6130,5819,5372,5034,4763,4422,4138,3853,3689,3554,3477,3338,3306,3235,3192,3217,3216,3234,3228,3191,3163,3253,3334,3506,3670,3831,4119,4425,4693,5020,5341,5603,5890,6226,6539,6892,7192,7542,7806,8175,8456,8844,9072,9337,9528,9749,9958,10127,10400,10562,10820,10946,11165,11279,11488,11679,11891,11919,11987,11994,12086,12060,12072,12048,12018,11728,11684,11530,11482,11328,11253,11087,11036,10918,10865,10837,10780,10702,10593,10452,10399,10326,10191,10139,9940,9843,9714,9625,9390,9327,9047,8821,8663,8423,8262,8124,7975,7866,7784,7745,7763,7928,8075,8486,9020,9873,10738,12059,13386,15222,16975,19290,21292,24125,26449,29538,32077,35467,38137,41511,43930,47127,49444,52303,54210,56602,58294,60170,61435,62728,63718,64444,65004,65251,65535,65447,65341,64925,64802,64143,63678,63158,62539,61757,61015,60177,59500,58501,57858,56885,56267,55275,54616,53802,53146,52142,51602,50596,49938,48965,48271,47451,46697,45869,45401,44369,43611,42690,41988,40856,40036,38927,38055,37005,36165,35356,34711,34292,33604,33067,32673,32157,31528,31058,30434,30002,29193,28566,27903,27260,26460,25839,25152,24494,23779,23163,22579,21897,21266,20649,19983,19535,18981,18380,17988,17397,17106,16554,16070,15620,15090,14619,14178,13800,13455,13312,13221,13224,13211,13129,13023,12945,12718,12288,11894,11385,10939,10580,10125,9771,9583,9029,8726,8414,8279,7898,7556,7184,6984,6790,6409,6150,5914,5728,5295,5029,4566,4264,3932,3590,3443,3289,3118,2889,2682,2519,2543,2293,2014,1944,1663,1652,1548,1642,1847,1863,1890,1974,2096,2209,2262,2219,2258,2386,2263,2242,2268,2276,2279,2058,2217,2211,2113,1833,1669,1569,1409,1437,1381,1244,1108,1102,1081,945,1177,1386,1374,1343,1464,1824,1740,1702,1690,1794,1417,1103,1111,1238,1718
